	refexp
40939	far left shell
40940	person with black shirt far left
40941	dude in white middle
40942	second turtle from right
40943	person second from left
40944	white shirt on rt
40945	water right
40946	man in yellow
40947	righ most turtle
40948	mud on right
40949	right most turtle
40950	turtle bottom right in water
40951	rocks in very front
40952	people
40953	person in peach shorts in middle
40954	window on top right
40955	person
40956	floor
40958	log foot rest
40959	person all the way to the left
40960	top left corner
40961	people on right
40962	bottom right car
40963	sky
40964	building on left
40965	pavement
40966	the building on the right
40967	man in middle group
40968	group on the left corner
40970	lady on the right
40972	left woman
40973	water on left side
40975	sky
40976	person in the middle
40977	clouds
40978	guy all the way to right
40980	guy on far right
40981	blue area in sky
40982	ground
40983	the guys up front
40984	far right guy
40985	far right person
40986	guy on far right
40987	man on far right
40988	hill on left
40989	clothing items on ground to the left
40990	the chair the guy in the grayish beige shirt is sitting on
40991	person in dark color shirt on right
40992	lower left chair
40993	bottom middle wood
40994	the chair the guy is sitting in yellow
40995	man in yellow
40997	yellow man
40998	black shirt 2nd from right
41000	guy in blue shirt middle
41001	yellow guys chair
41002	dude in back in blue on left
41004	yellow shirt
41005	chair of yellow shirt guy
41009	yellow dudes chair
41010	man in yellow
41011	food on table
41012	guy in yellwo
41013	ground on bottom right
41015	guy in yellow shirt
41016	yellow shirt
41017	dude in yellow shirt's chair
41018	the older man in the middle-right
41019	chair yellow guy
41020	ground bellow middle botom chair its a sliver
41021	person in yellow
41022	wall lamp on left wall
41023	man in yellow shirt
41024	the empty chair
41025	left chair
41026	guy in white
41027	yellow shirt
41029	2nd person on left a lady
41030	person in yellow
41031	painting
41032	black building middle
41033	building far right big
41034	black building near center
41035	skyscraper close by 2nd tallest from the right
41036	middle black building closest to us
41037	building in the middle strange design
41038	white sky
41040	any building in bottom
41041	from center black building one building right also black
41042	girl on left
41043	far right dark area
41044	the out side bright light
41045	guy eating
41046	man with white stripe 
41047	top left
41048	horse
41049	bottom right
41050	the hrose
41051	horse
41052	horse
41053	horse
41054	horse
41055	floor to the left
41056	people
41057	old guy on left sitting
41058	guy bending over
41059	back brown wall right
41060	lamp post in center back
41061	man
41062	rocks right
41063	stone ledge bottom left
41064	top left white rocks
41065	the letter a sign
41066	bushes on top right
41067	black square bottom left
41068	green building left
41069	rocks along the right side
41070	tan building at top of man
41072	bottom left corner on white
41073	stone right side of stairs
41074	right buildings
41075	click stairs
41076	stone wall bottom left 
41077	stone wall bottom left corner
41078	pink flower left
41079	bottom left corner the small stone wall
41081	top portion of pink building near center of image
41082	dark area left side bottom
41083	white rock railing bottom left
41085	sky
41086	pink building on left
41087	rock banister bottom left
41090	red hanging shirt top
41091	 light top
41092	rack of liquir pof left
41094	left bottom corner
41095	bottle on left side near the guy in the striped shirt and hat
41097	peeps
41099	blue hat on man with stripe shirt
41100	brick wall on left
41102	top left sign
41103	the bottle the guy in strip shirt is holding
41104	yellow guy back pack
41105	right side stack of paper in the back
41106	upper left white
41107	bear
41108	sky
41109	far hills in the middle
41110	mountains bottom half of picture
41111	sky
41112	bottom
41113	upper sky
41114	happy guy
41115	greenery top left corner
41116	bottom middle picture
41117	top right
41118	bottom middle painting
41119	bottom center pic
41120	bottom left picture
41121	middle bottom pic
41122	top left square
41123	painting on bottom row in middle
41124	top middle picture
41125	picture bottom right
41126	bottom mddle picture
41127	any mountain in back
41128	mountain
41129	far left man yellow shirt
41130	man in blue tank
41131	blue tank middle
41133	any person
41134	blue tank
41136	blue man
41137	blue man
41138	top of pic sky
41139	guy in blue shirt in the middle
41140	person right
41141	sky
41143	green grass
41145	sky
41146	overhead compartment
41147	man on the left side sleeping only his head
41148	middle seat in back
41149	front chair right side
41150	yellow curtains on left
41151	center aisle floor
41152	girl sleeping in front
41154	ceiling  bus
41155	man right front
41156	windows on right
41157	man's face on left the couple
41159	lower left
41160	curtains back
41161	left middle row man's sleeping head
41162	man sleeping on the right
41163	sky
41164	water at the waves
41165	river hi i'm andrew
41166	the water on the top left side of the screen that's light
41167	left side rock with no water running over it
41168	left cliff near bottom
41171	waterfall on left
41172	waterfall to right second from the side
41173	land to the left in the back covered by water
41174	the green part on the right
41175	trees far right
41177	sky
41178	road
41179	yellow shirt
41180	bottom row of clouds
41181	canyon on horizon
41182	very left upper corner
41183	sliver of sky top left near edge
41184	sky
41185	large tree on the right
41186	the flowers on the outside of sculpture
41187	tree in very middle
41188	building
41190	grass bottom right
41191	statue on left
41192	right most street
41193	ground beneath dancers
41194	couple
41195	bottom left corner
41196	center
41198	lower right corner
41199	sky
41200	bush on left
41201	house
41202	grass
41203	top right
41204	sidewalk
41206	bush in lower right corner
41207	vred jacket
41208	any person in the group
41209	sky
41211	sky
41212	snow cap
41213	big building
41217	green tree
41218	tallest building
41219	grass left
41222	big middle building
41223	sky
41224	builidng in middle
41225	dude in red
41227	woman with sunglasses on head
41228	white floor
41229	flag
41230	biker
41231	brick wall on right
41232	top left corner
41233	the bike
41235	guy on left red shirt
41236	man in red shirt nd white pants
41237	bush on the right
41238	top right hand corner
41239	back wheel of bike
41240	most right horse
41241	first horse from left
41242	right most horse
41243	white horse middle back
41244	the tree behing the lady in the pink on the horse
41245	far right horse
41246	left most horse
41247	white horse middle
41248	horse to very right
41249	ground anywhere
41250	guy on dark horse far left
41251	right
41252	the left brown horse
41253	dark horse
41254	far right horse
41255	rightmost horse
41256	left rider
41257	girl on white horse
41258	person on hose to far right
41259	middle white horse in the back the person on the ohorse
41260	sky
41261	horse far right
41262	dark horse
41263	horse far fight
41265	the people
41266	face of blue jacket
41267	man in back middle
41268	left woman
41269	the window on the left
41270	guy in the middle in the back
41271	hand
41272	green pack near bottom left
41273	coke bottles to the right
41274	window section on left
41275	back row second guy from the left face
41276	wood wall on left
41277	window on left
41278	window far left
41279	man in front with green jacket
41280	window on left
41281	window left side of people
41282	fat face dude in the middle top
41283	ridge
41284	trees at bottom right corner
41285	sky
41286	plate left
41287	men right side
41288	at the table
41290	middle plate
41291	plate front left
41293	anyone on the left
41294	plate bottom left
41296	first plate on the left
41298	white plate in center of table
41299	white shirts food
41300	right side blinds
41301	left bed
41302	bed left
41303	lamp on the table
41304	the nightstand
41305	wall right
41306	bed on right
41307	left curtain
41308	bed left
41309	left bed
41310	tall woman in the middle
41311	women 3rd from left
41312	people
41313	woman on left
41315	black shirt lady on right
41316	middle person hands on chest
41317	person on the far left in front
41318	sky
41319	any portion of the city middle part best
41320	water
41321	city
41322	yankee hat
41324	people 
41325	hat middle
41326	top right
41327	person near bottom right
41328	tree left
41329	tree in top right
41330	left person
41332	man
41333	snow
41334	foremost person
41335	man in the most front
41336	middle person
41338	rt woman
41339	ground
41340	the bright sky
41341	far left girl
41342	bottom right person
41344	dirt path bottom center
41345	man
41347	log on lower right
41348	the log middle bottom
41349	the grass a lil abovve buttom left 
41350	mountains
41351	darker mountain side
41353	dark mountain
41354	top right
41356	dark cliff
41357	top left corner
41358	right man
41360	guy standing
41361	woman standing
41362	dude standing
41363	the man in the front center
41364	ground bottom right
41365	sky 
41366	stones
41367	person standing
41368	soldier standing in foreground of picture
41369	mountains
41370	beach
41371	water
41372	sky
41373	beautiful sand
41374	sky upper right
41375	firt group of people
41376	the water
41377	building bottom left white
41378	tress in middle
41379	boat
41380	very left sky
41381	white structure thing on far rleft center
41382	palm tree
41385	long strips ofclouds on the right
41386	clouds in middle
41388	people in front
41389	clouds top right
41390	hill left
41391	top clouds
41392	big center clouds
41393	sky
41394	middle
41396	sky
41397	airplane on right
41398	leftmost plane
41399	sky top
41400	rocks
41401	sky
41402	large cactus
41403	sky
41404	rock bottom left
41405	curtain
41409	food on the plate of the man on left front
41410	wall on the left
41413	brown bottom left corner
41414	center beer bottle
41415	front center plate
41416	glass in right guy's hand
41417	empty glass in the front on the left
41418	orange plate in bottom right corner
41420	pyramid napkin
41422	any person
41423	thing that says 77 in middle-ish
