	refexp
7402	clouds
7403	water to the right
7404	sky on the top that doesn't have clouds
7405	rocks on left
7406	people
7407	grassy patch in front
7408	left side mountain/hill
7409	sky
7410	sky
7411	grassy area
7412	the entire area besides the sky 
7413	lower right corner
7414	top left corner
7415	bottom portion of sand
7416	ground left
7417	hill
7419	sky
7420	boy
7421	face
7422	kid
7423	animal
7425	person
7426	ground
7428	right dog
7429	dog on left front with white markingsq
7430	blue shirt guy
7432	the dog at the bottom on the left - mostly white
7433	dog by feet of red pants
7434	top right tree
7435	dog on right
7436	dog on right near red pants
7437	red pants
7438	guy left
7439	grassy area
7440	dog on right
7441	sky
7442	middle patch of blue sky
7443	cloud
7444	penguin
7445	ground anything but the animals
7446	clouds
7447	sky
7448	the red rock formation in the middle
7449	people
7450	grass bottom left
7451	uilding on right
7452	sand
7453	house upper right corner with the shutters
7454	sky
7455	road
7456	sky
7458	sky
7459	sky
7460	sky
7461	the sky
7462	biker
7463	sky
7464	mountains
7465	water on right in the middle
7466	sky
7467	sand background
7468	the big center rock
7469	plants bottom left
7471	corner bottom right side
7472	top corner far left
7476	any people
7478	buildings
7479	top sky
7480	bridge in front
7482	bridge in the middle
7483	water
7484	top sky
7485	mountain/hill on center right 
7486	mountain
7487	right
7488	water
7489	grass bottom
7491	bed
7492	top
7493	chair
7494	beige wall
7495	painting :)
7496	red scooter right side of picture
7497	grey sidewalk
7498	dirty ground
7499	bike second from left
7500	sky
7501	rightmost person
7502	top right building
7503	person left
7506	trees
7507	cloudy sky center
7508	anywhere bottom of image
7509	buildings
7511	door
7513	ground
7516	hat on man
7517	face of person in brown
7518	face bottom right
7519	windows left side
7520	woman in blue hat in front
7521	bright window in the back
7522	woman face front
7523	blue hat
7524	pink sweater
7525	guy bending over
7526	trees
7527	grass
7530	water rightmost
7531	brick ground
7532	sky
7533	mountains in the back middle
7534	skye
7535	the sand hill on 
7536	mountain upper yellow
7537	duck
7538	bird
7539	water
7540	the 2 rocks beside duck on right
7541	the dead grass
7542	person
7543	the kid's hand that's touching his face
7544	child's white pants
7545	face
7547	bottom right grass
7548	3 people one with leather jacket
7549	trees top left corner
7550	water
7551	the entire sky area
7552	grass in bottom right corner
7553	patch of ground on bottom left
7554	tree right
7555	mountains in center
7556	small tree bottom center
7557	left tree
7558	goofy dude on left
7559	the wall
7560	black and white blouse
7561	guy in red in middle
7564	red napkin closest to us
7567	woman right
7569	blue woman
7570	sand at bottom
7571	green area
7572	striped lady
7573	bottom grass
7574	center statue
7575	sky
7576	trees on right
7577	trees on left side 
7578	sky
7579	mountain peak
7580	top right
7582	water
7583	the nose
7587	boy
7589	upper sky
7590	trees on left
7591	cactus rt
7592	grass
7593	trees
7594	player in blue
7595	left person
7596	sky
7598	dark tower
7599	grass front bottom
7600	tallest building
7601	plz hurry blueish skyscrapper
7602	right tree
7603	palm tree right
7604	palm tree on the right
7605	tall building
7606	trees
7607	big tree on far right
7608	tree right
7609	the palm tree
7610	tree right
7611	sky
7612	people
7613	sky
7614	bottom grass
7615	tallest tree
7617	my last 5 games had glitchesblue part of sky
7618	top
7619	top mtns
7620	water
7621	bottom left corner
7622	ground closest to us
7623	horse on left
7624	sky
7625	horse leftest
7626	the face of the house
7627	car in front
7628	tree left
7629	tree on right
7631	any buidling
7632	trees in middle on road
7633	road
7634	the trees on the left part of the screen near back of the image
7635	sky
7636	tree upper right
7638	sky
7639	ground on bottom rt
7641	wheel front
7642	yellow shirt
7643	red shirt guy
7644	cloud
7645	clear sky
7646	the orange sky at the horizon
7648	water  bottom half
7649	water bottom
7650	trees
7651	hill upper middle
7652	bridge
7653	sky
7654	patch of green on the right
7655	bottom
7656	sky top right corner
7657	last two people on right
7659	three people on left
7660	the lady
7661	bottom right sand
7662	white sky
7663	group of people
7664	group of people
7665	people in the back
7669	sky left top
7670	shirt
7671	sand in front
7672	man far right
7673	peopel in middle
7674	the large rock 
7675	white shirt guy on left
7676	group close together
7677	say what again water left foreground
7678	girls
7679	trees
7681	okay so any of the rock on the right near spider pond
7682	rock right side either one
7683	bushes right side by rocks
7684	guy left
7685	left person
7686	man on left
7687	cyclist
7688	cyclist
7689	sky
7690	guy on left
7691	guy in the white
7693	person on left
7694	top right
7695	man in front
7696	grassy area
7697	bottom of picture
7698	sky
7699	blue sky
7700	guy on the horse
7701	guy on horse
7702	horse
7703	grass right
7704	dirt center foreground
7705	tree left side
7707	right sky
7708	tree branch at the top
7710	man on left
7712	building on the left
7714	cars on the right
7716	right building
7717	person furthest left
7718	statue
7722	trees on the left side
7723	sky on right
7724	sky on top left
7725	hills
7726	brown bottom right corner
7727	bottom left anywhere
7728	sky
7729	that arched window doe
7730	sitting folks
7732	stairs
7733	wall w/window
7735	middle top
7736	man
7737	person top left corner
7738	dude w glasses
7739	colorful thingy middle
7740	rocks to the right
7741	top of the large white flag thing
7742	top right
7743	sexy leg right
7744	most left man
7745	trees upper right corner
7746	bottom right corner
7747	person on pole on left
7748	rock wall left
7749	flag on pole with man
7750	2nd red flag from right
7751	sky
7752	flag on the left holdin the man
7753	ground
7754	two people in white in the far middle
7755	tree on left
7756	the red flag on the right in the front
7757	red flag far left
7758	front rock wall on right side
7759	left flag
7761	trees on right
7762	person left in pair
7764	window 
7765	left person
7766	cool guy in yellow shirt
7767	wall on left
7768	person on the left in a green jacket
7769	okay so like any of the bricks like in the building in like the top right corner
7770	2nd person from left
7771	person on right
7772	left green jacket on chair
7773	buildings on right
7774	packpack in front
7775	sky
7776	mountain range
7777	ppl
7778	foreground
7779	blue center table
7780	left chair center table
7781	chair in front right
7782	the trees in the middle background
7784	woman
7785	hill in the middle-left
7786	bottom left corner
7787	bule sky (top)
7788	water center
7789	car
7790	okay so the girl on the right who is running from spiders
7791	in the back
7792	left landscape
7793	guy in red on right
7794	sky
7795	"bottom left corner of ""road"""
7796	man closest to us
7797	top top
7798	water
7799	guy
7800	sky
7801	was that a dead body click on the mountain
7802	water
7803	ground
7804	shrubs center
7805	bottom right
7806	sky
7809	cut off pack on bottom left
7810	grass left
7811	bag on right
7812	weirdo in helmet
7813	green shirt
7814	pink and black bag
7815	very top green
7816	thing that lady is holding
7817	right guys hats
7818	pile of crap pn right
7819	wall
7820	purple curtains on right
7822	bed spread that's seen a lot
7823	chair on right
7825	man
7826	girl
7827	child
7828	people
7829	water rigt of people
7830	clouds
7832	top sky
7833	the square walkway closes to us
7834	white building
7835	small building left
7837	people
7838	tree on left
7839	grass close to railing middle right
7840	tree leaves on right
7841	water on left
7842	sky
7843	the rock in the center
7844	rockd to the right
7845	sky
7846	mountains
7848	dead center
7849	bottom right
7850	bottom left corner
7851	bottom middle green thing cactus
7852	group of clouds with holes in center of pic
7853	the huge more solid cloud on the middle right side 
7854	anywhere
7855	clouds dark bottom right
7856	buildings on the left
7857	tree on right closest to us
7858	bottom ground
7859	the black sky in the middle
7860	windows on building right
7861	black car
7862	taxi
7863	the window on the left middle side of the screen 
7865	top middle
7866	building top left
7867	person
7868	very bottom right corner
7869	sea
7870	sky
7871	bottom pic
7872	sky
7873	any of the guys in the front
7874	table
7876	lamp top left
7877	table in background
7878	top blue shirt
7879	bottle
7880	ashtray
7881	wine glass
7882	sky
7883	highest and brightest light left side
7884	bottom seal center
7885	seal closest to viewer
7886	red sand
7888	2 animals on the far left
7889	seal in front laying down
7890	rightmost seal
7891	seal bottom
7892	bottom most animal
7893	closest seal middle
7894	sea
7895	seal in the center laying dead
7896	seal closest to us
7897	front seal
7898	left seal looking up
7899	seal in the front laying down
7900	seal in front
7901	seal closest to you
7902	front seal laying down
7903	clouds
7904	statue
7905	patch of blue on right
7906	sorry
7908	"2nd ""patch"" of blue from top left"
7909	very bottom
7910	building
7911	ground
7912	middle sky
7913	sky
7914	person
7915	structure
7916	sky
7917	white part of stadium
7918	seats right
7919	grass left side
7920	grassy middle
7921	mountain
7922	buildings anywhere
7923	sky
7924	green fields
7925	car bottom edge
7926	top
7927	with the backpack
7929	bottom of photo
7930	sky
7931	sky
7932	bottom sand
7933	any of the people
7935	trees far right
7936	yellow sky
7938	sun
7939	trees left middle
7940	top left dark part of sky
7941	water
7942	left trees
7943	grass bottom right
7944	sky
7945	curtain top right
7946	baby
7947	the goddamn windwo
7948	hat on counter
7950	far bottom left corner
7952	woman in jacket
7953	someones head
7954	left side curtain thing
7955	bags in front
7957	red coat
7959	hills in middle
7960	girl 
7961	rocks in foreground
7962	hills left
7964	mountains
7965	sand and hills
7967	jacket laying on girls legs
7968	mountains
7969	the ground to far left
7970	sky
7971	cup of green stuff on right 
7972	bean small bowl
7973	plate
7974	tornado
7975	sand
7976	blue
7977	girl in white
7978	guy on the right
7979	people in the back
7980	front ground
7981	any mountain
7982	sky
7983	hat
7984	wood
7985	face
7986	face
7989	floor bottom left corner
7990	bottom right corner actually just a little higher
7992	grapes to the right
7993	little lady standing facing tall man
7994	woman on left holding something
7997	bottom anyhere
7998	surfboard
7999	dude on board
8000	water near surfer
8002	man
8003	top left corner
8004	paving bottom
8005	building
8006	trees
8007	sky
8008	very top of picture
8009	the rock wall
8010	baby aminal
8011	grass
8012	guy in white
8013	top person
8014	water
8015	anywhere
8017	things on the plate in front
8019	photos in far upper right corner
8020	piece of fruit in her hand
8021	the bananas 
8022	the table on the side of the food
8024	camera
8026	fruit in  hand
8027	wood wall at back
8028	woman
8029	waer
8030	trees 
8031	peope
8033	bush on left
8035	red buildin
8036	small window over door to right
8037	white building
8038	fountain
8039	window on white buiilding with bars
8040	sky
8041	people
8042	top left corner
8043	water fall
8044	upper right corner
8046	rocks on the bottom of the picture
8047	rocks on right
8048	tan wall to the right
8049	top windows on building
8050	man
8051	bottom left
8052	bottom right corner
8053	chick
8054	sky
8055	right lamp
8057	lamp on left
